Agent,Route#,CID,Dealer Name,City,ST,Zip,ETA,ETD,Fixed Time,Cube,Open,Close,Delivery X-Dock,Special Eq,Lanter ID,Facing PDC,LATITUDE,LONGITUDE,GEORESULT
TOMASEK-CHICAGO,ILBE.MNSA.AUR.STP.HK,HUB,SAINT PAUL DOCK,Saint Paul,MN,55117,23:42:00,00:42:00,60,0,17:00:00,08:00:00,"AURORA.HK PDC, IL",,HUB-SAINT PAUL,,44.9838,-93.0916,Exact
TOMASEK-CHICAGO,ILBE.MNSA.AUR.STP.TOY,HUB,SAINT PAUL DOCK,Saint Paul,MN,55117,00:27:00,01:27:00,60,0,17:00:00,08:00:00,"AURORA.TOY PDC, IL",,HUB-SAINT PAUL,,44.9838,-93.0916,Exact
TOMASEK-CHICAGO,ILBE.NAV.DRE LH,9DRE,DRE MILAN LW PDC,Milan,IL,61264,18:28:00,19:28:00,60,0,17:00:00,20:00:00,"MINOOKA, IL",,9DRE-MILAN LW,Milan LW,41.4527,-90.544,Exact
TOMASEK-CHICAGO,ILBE.NAV.DRE LH,9NAV,NAVISTAR JOLIET PDC,Joliet,IL,60433,15:56:00,16:11:00,15,0,15:45:00,16:00:00,"MINOOKA, IL",,L900885,JOLIET,41.5106,-88.0157,Exact
TOMASEK-CHICAGO,ILBE.NAV.DRE LH,HUB,ROCK ISLAND DOCK,Rock Island,IL,61201,19:45:00,20:30:00,45,0,16:00:00,20:00:00,"MINOOKA, IL",,HUB-ROCK ISLAND,,41.4796,-90.5904,Exact
TOMASEK-CHICAGO,ILBE.TOL.COL LH,HUB,TOLEDO DOCK,Toledo,OH,43615,21:49:00,22:19:00,30,0,18:00:00,04:00:00,"COUNTRYSIDE, IL",,HUB-TOLEDO,,41.6328,-83.6278,Exact
TOMASEK-CHICAGO,ILBE.TOY.INDY,HUB,INDIANAPOLIS DOCK,Whitestown,IN,46075,20:34:00,21:04:00,30,0,19:00:00,06:00:00,"AURORA.TOY PDC, IL",,HUB-INDIANAPOLIS,,39.9821,-86.3825,Exact
TOMASEK-CHICAGO,ILBE.WES DED LOCAL,9AGCO,AGCO BATAVIA PDC,Batavia,IL,60510,18:18:00,18:38:00,20,0,17:30:00,08:00:00,"MINOOKA, IL",,9AGCO-BATAVIA,BATAVIA,41.8681,-88.2938,Exact
TOMASEK-CHICAGO,ILBE.WES DED LOCAL,9WES,WES CAROL STREAM PDC,Carol Stream,IL,60188,20:34:00,21:04:00,30,0,19:00:00,22:00:00,"MINOOKA, IL",,9WES-CAROL STREAM,CAROL STREAM,41.93,-88.1183,Exact
TOMASEK-CHICAGO,ILBE.WES DED LOCAL,WES,WESCO - HAMMOND,Hammond,IN,46323,22:39:00,22:54:00,15,448,17:00:00,04:00:00,"MINOOKA, IL",,L901846,CAROL STREAM,41.5723,-87.4428,Exact
TOMASEK-CHICAGO,ILBE.WES DED LOCAL,WES,WESCO - KANKAKEE,Kankakee,IL,60901,23:50:00,00:05:00,15,224,17:00:00,05:00:00,"MINOOKA, IL",,L901847,CAROL STREAM,41.123,-87.844,Exact
TOMASEK-CHICAGO,ILBE.WES DED LOCAL,WES,WESCO - WOODRIDGE,Woodridge,IL,60517,21:36:00,21:51:00,15,448,17:00:00,05:00:00,"MINOOKA, IL",,L901845,CAROL STREAM,41.6881,-88.0404,Exact
TOMASEK-CHICAGO,ILBE.WIMA.AUR.MON,9HYU,HK CHICAGO PDC,Aurora,IL,60506,01:42:00,01:57:00,15,0,16:30:00,06:00:00,"MONTGOMERY, IL",,9HK-CHICAGO,CHICAGO,41.7921,-88.3579,Exact
TOMASEK-CHICAGO,ILBE.WIMA.AUR.MON,9HYU,HK CHICAGO PDC,Aurora,IL,60506,16:45:00,17:15:00,30,0,16:45:00,16:45:00,"MONTGOMERY, IL",,9HK-CHICAGO,CHICAGO,41.7921,-88.3579,Exact
TOMASEK-CHICAGO,ILBE.WIMA.AUR.MON,9HYU,HK CHICAGO PDC,Aurora,IL,60506,22:58:00,23:28:00,30,0,16:30:00,06:00:00,"MONTGOMERY, IL",,9HK-CHICAGO,CHICAGO,41.7921,-88.3579,Exact
TOMASEK-CHICAGO,ILBE.WIMA.AUR.MON,HUB,MADISON WI DOCK,Deforest,WI,53532,19:32:00,20:40:00,68,0,14:00:00,06:00:00,"MONTGOMERY, IL",,HUB-MADISON,,43.2576,-89.3296,Exact
TOMASEK-CHICAGO,ILBE.WIMA.AUR.MON,KIA,HAWKINSON KIA,Mokena,IL,60448,00:20:00,00:50:00,30,1500,17:30:00,08:00:00,"MONTGOMERY, IL",,L000488,CHICAGO,41.5405,-87.8374,Exact
TOMASEK-CSA,CSAX.TOMASEK,CSA,TOMASEK CORPORATE ALLOCATION,DES PERES,MO,63131-1878,08:00:00,08:07:00,7,0,08:00:00,17:00:00,"DES PERES, MO",,,,38.6041,-90.4615,MANUAL
TOMASEK-CSA LAKES EAST,CSAX.TOMASEK.CSA.GLE,NR,,DES PERES,MO,63131-1878,08:00:00,08:00:00,0,0,08:00:00,17:00:00,"DES PERES, MO",,,,38.6041,-90.4615,MANUAL
TOMASEK-CSA LAKES WEST,CSAX.TOMASEK.CSA.GLW,NR,,DES PERES,MO,63131-1878,08:00:00,08:00:00,0,0,08:00:00,17:00:00,"DES PERES, MO",,,,38.6041,-90.4615,MANUAL
TOMASEK-CSA MIDWEST,CSAX.TOMASEK.CSA.MW,NR,,DES PERES,MO,63131-1878,08:00:00,08:00:00,0,0,08:00:00,17:00:00,"DES PERES, MO",,,,38.6041,-90.4615,MANUAL
TOMASEK-FARGO,NDFA.DRE.FAR-BIS,HUB,BISMARK DOCK,BISMARCK,ND,58504-3164,00:22:00,01:22:00,60,0,20:00:00,05:00:00,"WEST FARGO, ND",,,,46.794,-100.73,Exact
TOMASEK-FARGO,NDFA.FAR.BIS1,CNH,TITAN MACHINERY INC.,WISHEK,ND,58495-7206,07:39:00,07:49:00,10,56,01:00:00,09:00:00,"WEST FARGO, ND",,L904691,CAMERON,46.2605,-99.5573,Exact
TOMASEK-FARGO,NDFA.FAR.BIS1,DRE,"SAYLER IMPLEMENT, INC.",WISHEK,ND,58495-7605,07:22:00,07:34:00,12,104,03:30:00,08:00:00,"WEST FARGO, ND",,L804265,MILAN LW,46.2586,-99.5457,Exact
TOMASEK-FARGO,NDFA.FAR.BIS1,DRE,Valley Plains Equipment,NAPOLEON,ND,58561-7448,06:36:00,06:48:00,12,75,03:30:00,08:00:00,"WEST FARGO, ND",,L804255,MILAN LW,46.51,-99.7689,Exact
TOMASEK-FARGO,NDFA.FAR.BIS1,FRD,JIM WEBBER FORD INC,WISHEK,ND,58495-7209,07:53:00,08:03:00,10,28,02:00:00,12:00:00,"WEST FARGO, ND",,L000159,MENOMONIE,46.2588,-99.5621,Exact
TOMASEK-FARGO,NDFA.FAR.BIS1,HUB,BISMARK DOCK,BISMARCK,ND,58504-3164,04:22:00,05:22:00,60,0,20:00:00,05:00:00,"WEST FARGO, ND",,,,46.794,-100.73,Exact
TOMASEK-FARGO,NDFA.FAR.CAM,9CNH,CNH PDC,Cameron,MO,64429,15:30:00,16:00:00,30,0,15:30:00,16:00:00,"WEST FARGO, ND",,,CAMERON,39.7601,-94.2375,Exact
TOMASEK-FARGO,NDFA.FAR1,CNH,"HIGH PLAINS EQUIPMENT PIERCE, INC.",RUGBY,ND,58368,09:26:00,09:36:00,10,56,01:00:00,10:00:00,"WEST FARGO, ND",,L904676,CAMERON,48.3558,-100.0206,Exact
TOMASEK-FARGO,NDFA.FAR1,CNH,"HIGH PLAINS EQUIPMENT, INC.",DEVILS LAKE,ND,58301-9404,06:01:00,06:11:00,10,84,01:00:00,08:00:00,"WEST FARGO, ND",,L904677,CAMERON,48.0898,-98.8251,Exact
TOMASEK-FARGO,NDFA.FAR1,DRE,GOOSENECK IMPLEMENT COMPANY,RUGBY,ND,58368-7801,08:26:00,08:44:00,18,235,03:30:00,08:00:00,"WEST FARGO, ND",,L804257,MILAN LW,48.3531,-99.9793,Exact
TOMASEK-FARGO,NDFA.FAR1,DRE,LEADING EDGE EQUIPMENT,DEVILS LAKE,ND,58301-2956,06:56:00,07:12:00,16,256,03:30:00,08:00:00,"WEST FARGO, ND",,L804228,MILAN LW,48.11,-98.8738,Exact
TOMASEK-FARGO,NDFA.FAR1,FRD,MARKETPLACE MTRS INC,DEVILS LAKE,ND,58301-2942,06:37:00,06:52:00,15,56,02:00:00,10:00:00,"WEST FARGO, ND",,L000136,MENOMONIE,48.1062,-98.869,Exact
TOMASEK-FARGO,NDFA.FAR1,FRD,MJ MCGUIRE CO,RUGBY,ND,58368-1505,09:04:00,09:19:00,15,56,02:00:00,12:00:00,"WEST FARGO, ND",,L000051,MENOMONIE,48.3654,-99.9989,Exact
TOMASEK-FARGO,NDFA.FAR1,GM,DRIVE CHEVROLET BUICK,RUGBY,ND,58368-2601,08:49:00,08:59:00,10,112,02:00:00,11:00:00,"WEST FARGO, ND",,L901157,HUDSON,48.3566,-99.9992,Exact
TOMASEK-FARGO,NDFA.FAR1,GM,LAKE MOTOR COMPANY,DEVILS LAKE,ND,58301-2423,07:17:00,07:27:00,10,112,02:00:00,10:00:00,"WEST FARGO, ND",,L901158,HUDSON,48.1129,-98.8644,Exact
TOMASEK-FARGO,NDFA.FAR1,TOY,LAKE TOYOTA,DEVILS LAKE,ND,58301-3932,06:17:00,06:32:00,15,56,03:30:00,12:00:00,"WEST FARGO, ND",,L800744,KANSAS CITY,48.0999,-98.8597,Exact
TOMASEK-FARGO,NDFA.FAR12,CHR,CHRISTIAN CHRYSLER DODGE JEEP R,COOPERSTOWN,ND,58425,05:23:00,05:33:00,10,112,02:00:00,08:00:00,"WEST FARGO, ND",,L902457,MINNEAPOLIS,47.4385,-98.1244,Exact
TOMASEK-FARGO,NDFA.FAR12,CNH,"HIGH PLAINS EQUIPMENT FOSTER , INC.",CARRINGTON,ND,58421-8701,06:23:00,06:33:00,10,56,01:00:00,10:00:00,"WEST FARGO, ND",,L904675,CAMERON,47.4574,-99.1126,Exact
TOMASEK-FARGO,NDFA.FAR12,CNH,"HIGH PLAINS EQUIPMENT, INC.",HARVEY,ND,58341-9383,08:07:00,08:17:00,10,56,01:00:00,09:00:00,"WEST FARGO, ND",,L904678,CAMERON,47.7504,-99.9194,Exact
TOMASEK-FARGO,NDFA.FAR12,DRE,GOOSENECK IMPLEMENT COMPANY,HARVEY,ND,58341-9381,07:48:00,08:03:00,15,182,03:30:00,08:00:00,"WEST FARGO, ND",,L804239,MILAN LW,47.746,-99.916,Exact
TOMASEK-FARGO,NDFA.FAR12,DRE,LEADING EDGE EQUIPMENT,CARRINGTON,ND,58421-8796,06:37:00,06:53:00,16,261,03:30:00,08:00:00,"WEST FARGO, ND",,L804225,MILAN LW,47.462,-99.1184,Exact
TOMASEK-FARGO,NDFA.FAR12,DRE,Valley Plains Equipment,GALESBURG,ND,58035-3505,03:53:00,04:08:00,15,127,02:00:00,08:00:00,"WEST FARGO, ND",,L804234,MILAN LW,47.2678,-97.4066,Exact
TOMASEK-FARGO,NDFA.FAR12,DRE,Valley Plains Equipment,HUNTER,ND,58048-4002,03:11:00,03:26:00,15,146,02:00:00,08:00:00,"WEST FARGO, ND",,L804242,MILAN LW,47.1941,-97.2173,Exact
TOMASEK-FARGO,NDFA.FAR12,GM,FINLEY MOTORS,FINLEY,ND,58230,04:48:00,04:58:00,10,28,02:00:00,10:00:00,"WEST FARGO, ND",,L001020,HUDSON,47.507,-97.836,Exact
TOMASEK-FARGO,NDFA.FAR13,CNH,TITAN MACHINERY INC.,GRAND FORKS,ND,58203-1455,07:06:00,07:16:00,10,56,01:00:00,08:00:00,"WEST FARGO, ND",,L904687,CAMERON,47.9349,-97.0544,Exact
TOMASEK-FARGO,NDFA.FAR13,DRE,RDO Equipment,GRAND FORKS,ND,58203-1003,05:39:00,05:49:00,10,86,03:30:00,08:00:00,"WEST FARGO, ND",,L804237,MILAN LW,47.9316,-97.126,MANUAL
TOMASEK-FARGO,NDFA.FAR13,DRE,True North Equipment,GRAND FORKS,ND,58201-3856,05:13:00,05:28:00,15,168,03:30:00,08:00:00,"WEST FARGO, ND",,L902477,MILAN LW,47.9183,-97.1032,Exact
TOMASEK-FARGO,NDFA.FAR13,DRE,True North Equipment,GRAND FORKS,ND,58203-1109,06:25:00,06:40:00,15,112,03:30:00,08:00:00,"WEST FARGO, ND",,L804236,MILAN LW,47.9328,-97.1039,Exact
TOMASEK-FARGO,NDFA.FAR13,KIA,GRAND FORKS KIA,GRAND FORKS,ND,58203-1408,07:27:00,07:42:00,15,56,02:00:00,09:00:00,"WEST FARGO, ND",,L000462,CHICAGO,47.9332,-97.0623,Exact
TOMASEK-FARGO,NDFA.FAR13,PAC,ALLSTATE PB OF GRAND FORKS,GRAND FORKS,ND,58203,06:44:00,06:54:00,10,112,02:00:00,08:00:00,"WEST FARGO, ND",,L903990,ROCKFORD,47.9329,-97.0851,Exact
TOMASEK-FARGO,NDFA.FAR13,PAC,WALLWORK KENWORTH-GRAND FORKS,GRAND FORKS,ND,58203,05:54:00,06:09:00,15,224,20:00:00,08:00:00,"WEST FARGO, ND",,L904431,ROCKFORD,47.9328,-97.1095,Exact
TOMASEK-FARGO,NDFA.FAR13,TOY,LITHIA TOYOTA,GRAND FORKS,ND,58201-6544,04:46:00,05:01:00,15,56,03:30:00,07:00:00,"WEST FARGO, ND",,L800747,KANSAS CITY,47.8893,-97.0607,Exact
TOMASEK-FARGO,NDFA.FAR13,VOL,RDO TRUCK,GRAND FORKS,ND,58203-1113,06:10:00,06:20:00,10,114,02:00:00,08:00:00,"WEST FARGO, ND",,L003132,JOLIET,47.9328,-97.1066,Exact
TOMASEK-FARGO,NDFA.FAR14,CNH,TITAN MACHINERY INC.,FERGUS FALLS,MN,56537,06:40:00,06:50:00,10,56,01:00:00,08:30:00,"WEST FARGO, ND",,L904651,CAMERON,46.2895,-96.1102,Exact
TOMASEK-FARGO,NDFA.FAR14,CNH,TITAN MACHINERY INC.,ELBOW LAKE,MN,56531,07:42:00,07:52:00,10,56,23:30:00,09:00:00,"WEST FARGO, ND",,L904649,CAMERON,46.0076,-95.9964,MANUAL
TOMASEK-FARGO,NDFA.FAR14,CNH,TITAN MACHINERY INC.,FARGO,ND,58104-6908,04:17:00,04:27:00,10,56,01:00:00,08:00:00,"WEST FARGO, ND",,L904693,CAMERON,46.8175,-96.8404,Exact
TOMASEK-FARGO,NDFA.FAR14,DRE,MIDWEST MACHINERY,ELBOW LAKE,MN,56531-4401,07:20:00,07:35:00,15,147,03:30:00,08:00:00,"WEST FARGO, ND",,L003495,MILAN LW,45.9942,-95.9751,Exact
TOMASEK-FARGO,NDFA.FAR14,DRE,RDO Equipment,FERGUS FALLS,MN,56537-5502,06:19:00,06:34:00,15,130,03:30:00,08:00:00,"WEST FARGO, ND",,L003496,MILAN LW,46.276,-96.1024,Exact
TOMASEK-FARGO,NDFA.FAR14,DRE,S & S LANDSCAPING COMPANY,FARGO,ND,58103-2332,03:54:00,04:06:00,12,30,03:00:00,08:00:00,"WEST FARGO, ND",,L804233,MILAN LW,46.8696,-96.8248,Exact
TOMASEK-FARGO,NDFA.FAR14,HYU,GATEWAY HYUNDAI,FARGO,ND,58103-1113,01:28:00,01:48:00,20,84,20:00:00,09:00:00,"WEST FARGO, ND",,L000636,CHICAGO,46.8709,-96.8423,Exact
TOMASEK-FARGO,NDFA.FAR14,KIA,KIA OF FARGO,FARGO,ND,58103-1181,01:10:00,01:25:00,15,56,20:00:00,09:00:00,"WEST FARGO, ND",,L000463,CHICAGO,46.8742,-96.8439,Exact
TOMASEK-FARGO,NDFA.FAR14,TOY,CORWIN TOYOTA,FARGO,ND,58103-1118,03:07:00,03:47:00,40,224,03:00:00,07:00:00,"WEST FARGO, ND",,L800746,KANSAS CITY,46.8731,-96.8457,Exact
TOMASEK-FARGO,NDFA.FAR14,VOL,RDO TRUCK CENTER,FARGO,ND,58104-6904,01:58:00,02:11:00,13,203,20:00:00,08:00:00,"WEST FARGO, ND",,L003131,JOLIET,46.8283,-96.842,Exact
TOMASEK-FARGO,NDFA.FAR2,CNH,TITAN MACHINERY INC.,CASSELTON,ND,58012-3901,03:52:00,04:02:00,10,84,01:00:00,08:00:00,"WEST FARGO, ND",,L904692,CAMERON,46.8787,-97.2107,Exact
TOMASEK-FARGO,NDFA.FAR2,CNH,TITAN MACHINERY INC.,JAMESTOWN,ND,58401-6602,06:17:00,06:29:00,12,112,01:00:00,08:00:00,"WEST FARGO, ND",,L904695,CAMERON,46.8892,-98.7578,MANUAL
TOMASEK-FARGO,NDFA.FAR2,DRE,RDO Equipment,CASSELTON,ND,58012-3903,04:04:00,04:19:00,15,151,03:30:00,08:00:00,"WEST FARGO, ND",,L804226,MILAN LW,46.8813,-97.2108,Exact
TOMASEK-FARGO,NDFA.FAR2,DRE,Valley Plains Equipment,VALLEY CITY,ND,58072-3525,05:01:00,05:16:00,15,115,03:30:00,08:00:00,"WEST FARGO, ND",,L804259,MILAN LW,46.9228,-97.9745,Exact
TOMASEK-FARGO,NDFA.FAR2,DRE,Valley Plains Equipment,JAMESTOWN,ND,58401-6264,07:21:00,07:39:00,18,330,03:30:00,08:00:00,"WEST FARGO, ND",,L804243,MILAN LW,46.8882,-98.7175,Exact
TOMASEK-FARGO,NDFA.FAR2,FRD,RM STOUDT,JAMESTOWN,ND,58401-6619,06:37:00,06:52:00,15,56,02:00:00,08:00:00,"WEST FARGO, ND",,L000047,MENOMONIE,46.885,-98.7204,Exact
TOMASEK-FARGO,NDFA.FAR2,FRD,STOUDT-ROSS FORD,VALLEY CITY,ND,58072-3643,05:26:00,05:36:00,10,28,02:00:00,08:00:00,"WEST FARGO, ND",,L000134,MENOMONIE,46.9136,-98.0094,Exact
TOMASEK-FARGO,NDFA.FAR2,PAC,ALLSTATE PB OF JAMESTOWN,JAMESTOWN,ND,58401,07:47:00,08:02:00,15,112,02:00:00,08:00:00,"WEST FARGO, ND",,L905673,ROCKFORD,46.8918,-98.7634,Exact
TOMASEK-FARGO,NDFA.FAR2,TOY,LLOYD MOTORS,JAMESTOWN,ND,58401-5433,07:00:00,07:15:00,15,56,03:30:00,07:00:00,"WEST FARGO, ND",,L800748,KANSAS CITY,46.892,-98.7182,Exact
TOMASEK-FARGO,NDFA.FAR4,CNH,HANSONS AUTO & IMPLEMENT INC.,GRAFTON,ND,58237-9102,05:44:00,05:54:00,10,84,01:00:00,08:00:00,"WEST FARGO, ND",,L904672,CAMERON,48.4125,-97.4423,Exact
TOMASEK-FARGO,NDFA.FAR4,CNH,HANSONS AUTO & IMPLEMENT INC.,CAVALIER,ND,58220,07:25:00,07:35:00,10,56,01:00:00,08:00:00,"WEST FARGO, ND",,L904673,CAMERON,48.7871,-97.6208,Good
TOMASEK-FARGO,NDFA.FAR4,CNH,TITAN MACHINERY INC.,MANVEL,ND,58256,10:25:00,10:35:00,10,28,01:00:00,10:45:00,"WEST FARGO, ND",,L904699,CAMERON,48.0345,-97.17,Exact
TOMASEK-FARGO,NDFA.FAR4,DRE,CAVALIER EQUIPMENT,CAVALIER,ND,58220-9502,07:42:00,07:54:00,12,54,03:30:00,08:05:00,"WEST FARGO, ND",,L804227,MILAN LW,48.7881,-97.6512,Exact
TOMASEK-FARGO,NDFA.FAR4,DRE,ROY IMPLEMENT COMPANY,WALHALLA,ND,58282-4304,08:25:00,08:37:00,12,19,03:30:00,08:34:00,"WEST FARGO, ND",,L804261,MILAN LW,48.9262,-97.91,Exact
TOMASEK-FARGO,NDFA.FAR4,DRE,True North Equipment,GRAFTON,ND,58237-9102,05:57:00,06:15:00,18,313,03:30:00,08:02:00,"WEST FARGO, ND",,L804235,MILAN LW,48.4125,-97.4367,Exact
TOMASEK-FARGO,NDFA.FAR4,DRE,Valley Plains Equipment,HILLSBORO,ND,58045-4325,04:16:00,04:28:00,12,122,03:30:00,08:00:00,"WEST FARGO, ND",,L804241,MILAN LW,47.3998,-97.0708,Exact
TOMASEK-FARGO,NDFA.FAR4,FRD,SOEBY MOTOR CO,WALHALLA,ND,58282-4117,08:39:00,08:49:00,10,28,02:00:00,12:04:00,"WEST FARGO, ND",,L000055,MENOMONIE,48.9239,-97.9124,Exact
TOMASEK-FARGO,NDFA.FAR4,GM,BIRCHWOOD AUTO GT,CAVALIER,ND,58220-4209,07:11:00,07:21:00,10,28,02:00:00,10:05:00,"WEST FARGO, ND",,L001014,HUDSON,48.7889,-97.6198,Exact
TOMASEK-FARGO,NDFA.FAR4,GM,HANSONS AUTO,GRAFTON,ND,58237-1460,06:22:00,06:32:00,10,28,02:00:00,10:02:00,"WEST FARGO, ND",,L001021,HUDSON,48.4195,-97.413,Exact
TOMASEK-FARGO,NDFA.FAR5,CNH,TITAN MACHINERY INC.,NORTHWOOD,ND,58267,07:21:00,07:31:00,10,56,01:00:00,08:00:00,"WEST FARGO, ND",,L904698,CAMERON,47.7444,-97.5788,Exact
TOMASEK-FARGO,NDFA.FAR5,DRE,LEADING EDGE EQUIPMENT,MICHIGAN,ND,58259,06:26:00,06:36:00,10,153,03:30:00,08:00:00,"WEST FARGO, ND",,L804250,MILAN LW,48.0214,-98.1297,MANUAL
TOMASEK-FARGO,NDFA.FAR5,DRE,True North Equipment,NORTHWOOD,ND,58267-9520,07:44:00,07:59:00,15,121,03:30:00,08:00:00,"WEST FARGO, ND",,L804256,MILAN LW,47.7443,-97.455,Exact
TOMASEK-FARGO,NDFA.FAR5,MEET,GRAND FORKS FLYING J,Grand Forks,ND,85201,04:45:00,05:30:00,45,0,20:00:00,08:00:00,"WEST FARGO, ND",,,,47.8893,-97.0932,Exact
TOMASEK-FARGO,NDFA.FAR6,CNH,TITAN MACHINERY INC.,HERMAN,MN,56248,07:09:00,07:19:00,10,56,23:30:00,08:30:00,"WEST FARGO, ND",,L904657,CAMERON,45.5753,-96.1682,Exact
TOMASEK-FARGO,NDFA.FAR6,CNH,TITAN MACHINERY INC.,GRACEVILLE,MN,56240-7733,07:40:00,07:50:00,10,84,23:30:00,09:00:00,"WEST FARGO, ND",,L904647,CAMERON,45.5718,-96.428,Exact
TOMASEK-FARGO,NDFA.FAR6,CNH,TITAN MACHINERY INC.,WAHPETON,ND,58075-9373,04:37:00,04:49:00,12,84,01:00:00,08:00:00,"WEST FARGO, ND",,L904701,CAMERON,46.2603,-96.6576,Exact
TOMASEK-FARGO,NDFA.FAR6,DRE,KIBBLE EQUIPMENT,WHEATON,MN,56296-5476,06:15:00,06:33:00,18,295,03:30:00,08:00:00,"WEST FARGO, ND",,L003503,MILAN LW,45.8104,-96.4903,Exact
TOMASEK-FARGO,NDFA.FAR6,DRE,RDO Equipment,KINDRED,ND,58051-4010,03:35:00,03:50:00,15,144,03:30:00,08:00:00,"WEST FARGO, ND",,L804245,MILAN LW,46.6474,-97.0114,Exact
TOMASEK-FARGO,NDFA.FAR6,DRE,RDO Equipment,BRECKENRIDGE,MN,56520-2538,05:19:00,05:37:00,18,262,03:30:00,08:00:00,"WEST FARGO, ND",,L003493,MILAN LW,46.2574,-96.5827,Exact
TOMASEK-FARGO,NDFA.FAR6,FRD,VISION FORD LM,WAHPETON,ND,58075-3198,04:59:00,05:09:00,10,28,02:00:00,10:00:00,"WEST FARGO, ND",,L000112,MENOMONIE,46.2849,-96.6241,Exact
TOMASEK-FARGO,NDFA.FAR7,CNH,"ADKINS EQUIPMENT, INC.",DETROIT LAKES,MN,56501-6939,05:56:00,06:06:00,10,56,01:00:00,08:00:00,"WEST FARGO, ND",,L904607,CAMERON,46.8383,-95.837,Exact
TOMASEK-FARGO,NDFA.FAR7,CNH,TITAN MACHINERY INC.,WINGER,MN,56592,07:23:00,07:33:00,10,56,01:00:00,09:00:00,"WEST FARGO, ND",,L904653,CAMERON,47.5343,-95.9836,Good
TOMASEK-FARGO,NDFA.FAR7,CNH,TITAN MACHINERY INC.,GLYNDON,MN,56547-9607,03:58:00,04:10:00,12,112,01:00:00,08:00:00,"WEST FARGO, ND",,L904652,CAMERON,46.839,-96.652,Exact
TOMASEK-FARGO,NDFA.FAR7,DRE,NORTRAX INC,BEMIDJI,MN,56601-9057,08:41:00,08:51:00,10,68,03:30:00,10:00:00,"WEST FARGO, ND",,L001799,MILAN LW,47.4287,-94.8663,Exact
TOMASEK-FARGO,NDFA.FAR7,DRE,RDO Equipment,HAWLEY,MN,56549,04:36:00,04:54:00,18,255,03:30:00,08:00:00,"WEST FARGO, ND",,L003497,MILAN LW,46.8759,-96.3272,Exact
TOMASEK-FARGO,NDFA.FAR7,DRE,RDO Equipment,MOORHEAD,MN,56560,03:30:00,03:48:00,18,345,03:30:00,08:00:00,"WEST FARGO, ND",,L003500,MILAN LW,46.8441,-96.7168,Exact
TOMASEK-FARGO,NDFA.FAR7,DRE,True North Equipment,MAHNOMEN,MN,56557-4603,06:48:00,07:00:00,12,53,03:30:00,08:00:00,"WEST FARGO, ND",,L003499,MILAN LW,47.3174,-95.9655,Exact
TOMASEK-FARGO,NDFA.FAR7,FRD,DETROIT LAKES FORD,DETROIT LAKES,MN,56501-7918,05:37:00,05:47:00,10,28,02:00:00,08:00:00,"WEST FARGO, ND",,L002974,MENOMONIE,46.8244,-95.8731,Exact
TOMASEK-FARGO,NDFA.FAR7,FRD,MUSCATELL BURNS FORD,HAWLEY,MN,56549,04:58:00,05:08:00,10,28,00:30:00,10:00:00,"WEST FARGO, ND",,L904408,MENOMONIE,46.8762,-96.3202,MANUAL
TOMASEK-FARGO,NDFA.FAR8,CNH,TITAN MACHINERY INC.,LAMOURE,ND,58458,08:00:00,08:10:00,10,56,01:00:00,09:00:00,"WEST FARGO, ND",,L904689,CAMERON,46.3553,-98.2776,Exact
TOMASEK-FARGO,NDFA.FAR8,CNH,TITAN MACHINERY INC.,LIDGERWOOD,ND,58053-9702,05:01:00,05:11:00,10,56,03:30:00,08:00:00,"WEST FARGO, ND",,L904690,CAMERON,46.0782,-97.1676,Exact
TOMASEK-FARGO,NDFA.FAR8,CNH,TITAN MACHINERY INC.,LISBON,ND,58054-9499,06:28:00,06:38:00,10,84,01:00:00,08:00:00,"WEST FARGO, ND",,L904688,CAMERON,46.4083,-97.6836,Exact
TOMASEK-FARGO,NDFA.FAR8,DRE,RDO Equipment,LISBON,ND,58054-9701,06:47:00,06:59:00,12,79,03:30:00,08:00:00,"WEST FARGO, ND",,L804249,MILAN LW,46.4551,-97.6797,Exact
TOMASEK-FARGO,NDFA.FAR8,DRE,Valley Plains Equipment,MILNOR,ND,58060-4002,05:45:00,05:57:00,12,91,03:30:00,08:00:00,"WEST FARGO, ND",,L804251,MILAN LW,46.2503,-97.454,Exact
TOMASEK-FARGO,NDFA.FAR8,DRE,Valley Plains Equipment,LAMOURE,ND,58458-7431,07:39:00,07:54:00,15,163,03:30:00,08:00:00,"WEST FARGO, ND",,L804246,MILAN LW,46.3568,-98.3033,Exact
TOMASEK-FARGO,NDFA.FAR8,FRD,WOLFE FORD INC,LIDGERWOOD,ND,58053,04:45:00,04:55:00,10,28,02:00:00,08:00:00,"WEST FARGO, ND",,L000158,MENOMONIE,46.0689,-97.1481,Exact
TOMASEK-FARGO,NDFA.FAR9,CNH,TITAN MACHINERY INC.,ADA,MN,56510-9145,04:22:00,04:32:00,10,56,01:00:00,08:00:00,"WEST FARGO, ND",,L904646,CAMERON,47.296,-96.5448,Exact
TOMASEK-FARGO,NDFA.FAR9,CNH,TITAN MACHINERY INC.,Crookston,MN,56716,08:48:00,08:58:00,10,84,01:00:00,10:00:00,"WEST FARGO, ND",,L904645,CAMERON,47.7614,-96.6297,Exact
